,phone_num
2420,00245931074813
2421,00173258721430
2422,00897326123075
2423,00784291497283
2424,00876591507438
2425,00637548891240
2426,00235487042183
2427,00172395903874
2428,00938261519328
2429,00932678095234
2430,00387564821907
2431,00895172980351
2432,00863751324759
2433,00794253945871
2434,00318645025178
2435,00195623732489
2436,00736412970415
2437,00638492753940
2438,00356128703452
2439,00781463204731
2440,00258916315472
2441,00734265381279
2442,00712863037821
2443,00258347530478
2444,00479218401852
2445,00527418142589
2446,00697254071239
2447,00513987193478
2448,00269781810352
2449,00278659790543
2450,00321678537128
2451,00623745523470
2452,00862431402395
2453,00893642431520
2454,00467582147809
2455,00618457324189
2456,00547612948327
2457,00687315075928
2458,00261573541928
2459,00136978857093
2460,00271369852903
2461,00568179972185
2462,00827635530192
2463,00285763201378
2464,00593427038124
2465,00539274805419
2466,00762183420985
2467,00826793152049
2468,00528319302915
2469,00673189150328
2470,00893752390718
2471,00574168153948
2472,00851372857320
2473,00579384710239
2474,00813542512839
2475,00831745712409
2476,00587932390758
2477,00279561498502
2478,00539718045137
2479,00678429924380
2480,00218567189432
2481,00516738748129
2482,00239164407532
2483,00169478985741
2484,00625197872051
2485,00178536953802
2486,00376481845912
2487,00795862420975
2488,00253984712903
2489,00532968420138
2490,00678415190437
2491,00627931120478
2492,00763184849527
2493,00984765085273
2494,00437152502134
2495,00624517348509
2496,00547819198375
2497,00128394147902
2498,00918354201739
2499,00264735027394
2500,00965783032745
2501,00316289491532
2502,00416258192350
2503,00152479053714
2504,00839746795380
2505,00918346953721
2506,00316954945018
2507,00495673894302
2508,00158793103827
2509,00794153703982
2510,00319527871904
2511,00579186287351
2512,00591764142530
2513,00921468275189
2514,00132746470892
2515,00497382423785
2516,00851247805397
2517,00849762187954
2518,00734596574013
2519,00546379354719
2520,00765142820379
2521,00369872205439
2522,00467983490835
2523,00378149192830
2524,00236874025719
2525,00246719879523
2526,00684531079543
2527,00483295079453
2528,00786514170948
2529,00198367745290
2530,00294168132954
2531,00673498493125
2532,00761594780243
2533,00648317432509
2534,00324587708214
2535,00124679709428
2536,00954176190372
2537,00259418425710
2538,00954678950237
2539,00451789081723
2540,00759164452198
2541,00679513928150
2542,00865279890371
2543,00579821210598
2544,00427598547391
2545,00287463271534
2546,00459732782945
2547,00562938087159
2548,00164392240987
2549,00586247721503
2550,00627349387254
2551,00748126824315
2552,00857134174930
2553,00247639571239
2554,00614937081593
2555,00158274921873
2556,00249537534102
2557,00834915481950
2558,00472591431957
2559,00763182348107
2560,00872631947025
2561,00963528031492
2562,00728145804239
2563,00361872127803
2564,00198326908432
2565,00435721307458
2566,00147293725493
2567,00635194723489
2568,00951324489152
2569,00834192513028
2570,00683429729081
2571,00769524290548
2572,00264193173402
2573,00261483912530
2574,00397642213075
2575,00498537857910
2576,00758936872019
2577,00318576039485
2578,00368419812435
2579,00497512901835
2580,00564821793814
2581,00754869475891
2582,00146389781234
2583,00943851783429
2584,00687142219470
2585,00574291085417
2586,00913542803472
2587,00428367198024
2588,00748396304519
2589,00612847104832
2590,00532489475021
2591,00586342450792
2592,00356428890324
2593,00612493918704
2594,00839176791582
2595,00687193897354
2596,00943782912457
2597,00846751174023
2598,00326945208394
2599,00643175213578
2600,00593741251349
2601,00875362015839
2602,00246897982457
2603,00269374139705
2604,00238159591078
2605,00163875847325
2606,00769318749825
2607,00527198251784
2608,00648532170458
2609,00178234928541
2610,00629534584917
2611,00984567057914
2612,00928745015293
2613,00475698132487
2614,00814975327450
2615,00397186587243
2616,00671548145098
2617,00479685914530
2618,00934271375809
2619,00576239590872
2620,00348167924580
2621,00937682102347
2622,00326415107359
2623,00516478049852
2624,00413586391528
2625,00862794479015
2626,00596781817245
2627,00784593175409
2628,00925874021549
2629,00372985857321
2630,00132865039524
2631,00639524392784
2632,00641397752149
2633,00486517827590
2634,00694231902587
2635,00461758498710
2636,00865947170923
2637,00382647732895
2638,00951347317089
2639,00485236803917
2640,00928361014297
2641,00842695872904
2642,00537162184032
2643,00946513097815
2644,00371462498132
2645,00426987954081
2646,00695327897431
2647,00576482401275
2648,00157324327951
2649,00483179748203
2650,00527389217438
2651,00589634218354
2652,00591628802731
2653,00719683315924
2654,00623915758139
2655,00785349358940
2656,00856917514723
2657,00618932572134
2658,00463175984352
2659,00372564402897
2660,00823614917542
2661,00561329793504
2662,00987234137825
2663,00126875758903
2664,00234179289153
2665,00197236241759
2666,00327548739480
2667,00417823904238
2668,00728941792835
2669,00238579248751
2670,00234518190372
2671,00578923471390
2672,00782493429508
2673,00134297180532
2674,00915243231087
2675,00459783914720
2676,00416732473529
2677,00915768745013
2678,00361274127589
2679,00231465283950
2680,00248793839570
2681,00539621479325
2682,00579426048317
2683,00945371105428
2684,00149578205871
2685,00143728982134
2686,00834756473091
2687,00216937089735
2688,00843925853907
2689,00459638927518
2690,00716235091235
2691,00139756734190
2692,00729354972813
2693,00695147012584
2694,00263459924075
2695,00583692078352
2696,00576841285931
2697,00869254510239
2698,00618597983527
2699,00362879278031
2700,00296175948321
2701,00986421294530
2702,00695284423758
2703,00517643389274
2704,00127594279435
2705,00396214724803
2706,00253678892541
2707,00124876725934
2708,00327648742803
2709,00726549130852
2710,00547982972031
2711,00437285349251
2712,00154789753498
2713,00673849421398
2714,00239716534012
2715,00897512354981
2716,00761952824307
2717,00875164820315
2718,00416295873240
2719,00283567045173
2720,00689351352170
2721,00236578475320
2722,00653941195873
2723,00396214920715
2724,00596372893042
2725,00192568910245
2726,00375169324075
2727,00987315794051
2728,00378694219705
2729,00231896175409
2730,00932618521394
2731,00941627390152
2732,00983264370851
2733,00472968529708
2734,00416792345901
2735,00579462027431
2736,00754983075912
2737,00397241427051
2738,00751493973504
2739,00347598958342
2740,00623549417039
2741,00563189149028
2742,00289534719403
2743,00951387315780
2744,00183456295438
2745,00361825350784
2746,00172495941075
2747,00628375912485
2748,00873469078132
2749,00361297521493
2750,00724618279431
2751,00273168589301
2752,00724856930281
2753,00923176497108
2754,00625478853710
2755,00713294091473
2756,00498657154892
2757,00312687789401
2758,00614389140758
2759,00628941981730
2760,00943157401397
2761,00465791542937
2762,00974563913854
2763,00875436108534
2764,00187249579280
2765,00819354423781
2766,00382549719082
2767,00381457043975
2768,00781269832145
2769,00719452041927
2770,00295678098721
2771,00837492285913
2772,00658129358491
2773,00389472739180
2774,00842753501782
2775,00971623025973
2776,00452971048931
2777,00125968298453
2778,00273546358421
2779,00684352412580
2780,00435896473051
2781,00981274389412
2782,00319274745328
2783,00542386041983
2784,00739165405291
2785,00692158470325
2786,00872314945017
2787,00798425953874
2788,00186739410357
2789,00971824953247
2790,00786125724315
2791,00385296054127
2792,00731952948051
2793,00274651572043
2794,00624583593174
2795,00618375092143
2796,00864971139025
2797,00834759523014
2798,00276934974253
2799,00425897152478
2800,00569312504397
2801,00369274849071
2802,00382597145827
2803,00128476238490
2804,00275189327159
2805,00924385419057
2806,00973681842015
2807,00139674821043
2808,00163759958127
2809,00137489402531
2810,00518239035924
2811,00426973527803
2812,00719468312709
2813,00372694597831
2814,00734926518243
2815,00264158583092
2816,00256814491280
2817,00254138540879
2818,00241583357201
2819,00168947045129
2820,00163842428907
2821,00796432192570
2822,00764298271049
2823,00975461035498
2824,00732489873451
2825,00248163239481
2826,00265194017835
2827,00418935127403
2828,00865439825074
2829,00241397247908
2830,00452983301729
2831,00412783985713
2832,00485196239578
2833,00217986934821
2834,00839726109475
2835,00698123154907
2836,00472851095281
2837,00765923530217
2838,00642379940837
2839,00849635752941
2840,00274816902451
2841,00425386349270
2842,00173285548329
2843,00871392209871
2844,00961745491758
2845,00893752518047
2846,00587321523017
2847,00391867421798
2848,00785491702851
2849,00417593312578
2850,00439816074385
2851,00379625819570
2852,00175943179305
2853,00713498791054
2854,00621498204718
2855,00138725895437
2856,00192865837902
2857,00523769405132
2858,00196573239470
2859,00623751427830
2860,00289561974130
2861,00734698153408
2862,00196538287349
2863,00954718275438
2864,00489315145973
2865,00374952831725
2866,00678159359712
2867,00892735843972
2868,00249563710284
2869,00651934480215
2870,00836175013524
2871,00625391052184
2872,00274186472935
2873,00791458970528
2874,00231459301527
2875,00982617741098
2876,00513486021893
2877,00857143927805
2878,00812697210359
2879,00649235190875
2880,00479286890541
2881,00375291341805
2882,00284931132704
2883,00647835803197
2884,00852691910247
2885,00978642954802
2886,00196758759148
2887,00639418321097
2888,00346591257401
2889,00395846845209
2890,00269317410283
2891,00416978371204
2892,00945172230758
2893,00387154054892
2894,00613275918253
2895,00913476013259
2896,00258947573194
2897,00317698190482
2898,00789315409237
2899,00473865415307
2900,00436271580312
2901,00762459823954
2902,00438719784302
2903,00639741834527
2904,00815239912453
2905,00827659759843
2906,00764391840391
2907,00479318154893
2908,00478526085312
2909,00628491534201
2910,00892567975283
2911,00263175720495
2912,00549617937241
2913,00832159329048
2914,00392845285094
2915,00437519324057
2916,00362759490315
2917,00416587127405
2918,00854173785041
2919,00718392045712
2920,00418923378549
2921,00136584352704
2922,00236845941583
2923,00568243917352
2924,00634182718239
2925,00463785875209
2926,00439756925731
2927,00593871329081
2928,00319257548209
2929,00425836521839
2930,00265718031927
2931,00561984138924
2932,00613958204813
2933,00142678025148
2934,00634152408127
2935,00896735305924
2936,00376458320157
2937,00146983894021
2938,00193457052941
2939,00243971078325
2940,00657398573429
2941,00948753378410
2942,00472185470319
2943,00724893298413
2944,00624189725483
2945,00561829403851
2946,00485932853109
2947,00735896352490
2948,00185627053182
2949,00597348590213
2950,00846723392875
2951,00435681134702
2952,00923647342807
2953,00632497780342
2954,00238749908457
2955,00932178730491
2956,00278953425718
2957,00958142473201
2958,00513726209715
2959,00784215327109
2960,00534286450183
2961,00483765947310
2962,00739816357912
2963,00913465930482
2964,00316892892413
2965,00362495194037
2966,00259683528103
2967,00863271054821
2968,00938561940351
2969,00869413210738
2970,00615289593724
2971,00269583423718
2972,00346192250438
2973,00182746741952
2974,00176948541280
2975,00842651970483
2976,00287356320794
2977,00651389273149
2978,00941527018249
2979,00573296258314
2980,00834976718450
2981,00791526427019
2982,00743569207149
2983,00174398590324
2984,00497586395872
2985,00524893832950
2986,00397156185027
2987,00591263892705
2988,00739618971438
2989,00543871207483
2990,00427853849275
2991,00185296203481
2992,00317862753248
2993,00283951985032
2994,00675418537401
2995,00541689190732
2996,00426587520371
2997,00516342123485
2998,00832179948712
2999,00719453540832
3000,00697542847930
3001,00234951251390
3002,00513928810549
3003,00473269370152
3004,00769352593128
3005,00378256589203
3006,00387269527043
3007,00759612382147
3008,00547138785190
3009,00178452251874
3010,00765834189234
3011,00213874824930
3012,00539467793521
3013,00163287289074
3014,00834951457281
3015,00862175849720
3016,00489615831724
3017,00845691378541
3018,00125846148032
3019,00376481187395
3020,00154269384205
3021,00943521130428
3022,00694137095248
3023,00586432094157
3024,00497812378095
3025,00143628034279
3026,00183524739158
3027,00791538298410
3028,00519348530174
3029,00736589102537
3030,00523468832051
3031,00986312850739
3032,00296581502431
3033,00745396542718
3034,00539871478092
3035,00236974945018
3036,00936487892514
3037,00916853895324
3038,00264139897312
3039,00569374170459
3040,00152736495281
3041,00357219739451
3042,00524973921705
3043,00724956398572
3044,00536782921703
3045,00743152380524
3046,00632147785123
3047,00376982123859
3048,00453712713498
3049,00352694315094
3050,00253146719523
3051,00862793409215
3052,00849165750213
3053,00964312495371
3054,00784235483172
3055,00658429542138
3056,00563978123548
3057,00864293738104
3058,00182394503274
3059,00758923524193
3060,00413926793081
3061,00925376390425
3062,00841956039852
3063,00489563819543
3064,00867514352987
3065,00458362015892
3066,00859763058432
3067,00864321851709
3068,00618932724983
3069,00431528012893
3070,00824913473285
3071,00682375750384
3072,00538941583274
3073,00768314079153
3074,00317829012439
3075,00268415509184
3076,00625874281759
3077,00739285402715
3078,00819753130798
3079,00297156987342
3080,00536497210539
3081,00957342273098
3082,00869543243750
3083,00741239354019
3084,00754239753089
3085,00134675439258
3086,00154872492503
3087,00938465835901
3088,00536248078421
3089,00713259087952
3090,00782396480512
3091,00816734127354
3092,00315827128045
3093,00185924730214
3094,00932658742150
3095,00261495734081
3096,00976153834179
3097,00561893402935
3098,00523684985321
3099,00324719823795
3100,00193426832157
3101,00349825329085
3102,00341762892173
3103,00623748250197
3104,00318976419307
3105,00897341592740
3106,00364958592841
3107,00263485214957
3108,00723158437502
3109,00864793258349
3110,00129876217843
3111,00531247897304
3112,00478162793824
3113,00418563510472
3114,00183562283174
3115,00978564039528
3116,00276349318259
3117,00158634739815
3118,00567289987150
3119,00587239457812
3120,00547261174208
3121,00269483201879
3122,00294561025318
3123,00538264729543
3124,00597438815324
3125,00175263843172
3126,00546812549217
3127,00179685138409
3128,00712869142597
3129,00875194250349
3130,00791658394502
3131,00762841085342
3132,00867952278491
3133,00253687540938
3134,00762938385129
3135,00426589809512
3136,00761523018724
3137,00128469348295
3138,00972365308927
3139,00273516057834
3140,00812956520793
3141,00723458278359
3142,00129635340257
3143,00738562398527
3144,00783269158237
3145,00275318587403
3146,00945326258194
3147,00712859158347
3148,00712385754310
3149,00461923480135
3150,00789412710938
3151,00481756852047
3152,00954762357920
3153,00654138139587
3154,00619458235894
3155,00259367782095
3156,00935746178350
3157,00291365947583
3158,00971246732591
3159,00839762954280
3160,00653948103278
3161,00387926594287
3162,00968754210934
3163,00152398504197
3164,00489516907243
3165,00261473054137
3166,00419835251479
3167,00214539012439
3168,00816954398527
3169,00847392075241
3170,00157693083924
3171,00754629031297
3172,00691843149705
3173,00749812084715
3174,00475819089524
3175,00618475189742
3176,00615937829075
3177,00189567179358
3178,00521687905283
3179,00174356785293
3180,00651492802397
3181,00239486985314
3182,00395864947125
3183,00469871832549
3184,00274651192530
3185,00528473024815
3186,00912875104597
3187,00624378230157
3188,00593241328074
3189,00867394412930
3190,00684573175439
3191,00925748910547
3192,00813296509432
3193,00173859738240
3194,00783659102357
3195,00742815598301
3196,00784253109487
3197,00764513059384
3198,00317925873254
3199,00834257941825
3200,00796345570139
3201,00631479371295
3202,00349617103928
3203,00675984029147
3204,00234695291345
3205,00462581187534
3206,00472638847521
3207,00645218571403
3208,00759432149537
3209,00576283587401
3210,00918325807349
3211,00587641914753
3212,00258149209513
3213,00594832259408
3214,00971253935012
3215,00758614579140
3216,00276539578301
3217,00498637198245
3218,00786319930275
3219,00254837940173
3220,00816594325819
3221,00354291019523
3222,00479256091853
3223,00816952752341
3224,00714659981047
3225,00798136419732
3226,00789145823490
3227,00687542479035
3228,00735681814309
3229,00652387149750
3230,00268573830271
3231,00576413027149
3232,00152469819704
3233,00849721039751
3234,00391824549283
3235,00612473301825
3236,00437218538704
3237,00519823395840
3238,00315789015742
3239,00753194815420
3240,00819234138504
3241,00837265319042
3242,00516284932185
3243,00819273174352
3244,00867932891207
3245,00253798139784
3246,00325794029385
3247,00851236517439
3248,00496538571804
3249,00413968529381
3250,00682371307491
3251,00215763210897
3252,00149367037419
3253,00579346908751
3254,00143957095834
3255,00451269157942
3256,00831592315970
3257,00389471730925
3258,00317482279543
3259,00865324124709
3260,00687245234517
3261,00125637501894
3262,00182794375201
3263,00239168714398
3264,00825697540283
3265,00381924807531
3266,00958741052478
3267,00426389138594
3268,00436829832950
3269,00528497205379
3270,00186452087342
3271,00597341480912
3272,00413986837105
3273,00583214501798
3274,00243895517049
3275,00534726528410
3276,00325786425983
3277,00798432024179
3278,00192548321754
3279,00542367571938
3280,00568273139287
3281,00635817485390
3282,00756928978230
3283,00397618231780
3284,00423851801354
3285,00697582583019
3286,00465197429137
3287,00269143849370
3288,00764583810429
3289,00182564071394
3290,00859613912847
3291,00846932271934
3292,00391748835471
3293,00643512412083
3294,00436572810952
3295,00582936149253
3296,00267431093478
3297,00691482210958
3298,00937428493715
3299,00185496254703
3300,00398465423170
3301,00816523208953
3302,00562398724593
3303,00813542158749
3304,00875264271058
3305,00659178159802
3306,00817692305924
3307,00189426931450
3308,00529386975213
3309,00241698758901
3310,00175286349071
3311,00132754318047
3312,00176532870125
3313,00159428487395
3314,00592786185497
3315,00981634731984
3316,00169274851437
3317,00894172925037
3318,00726153125903
3319,00781265045391
3320,00895637134582
3321,00631857209358
3322,00957631519438
3323,00153872143857
3324,00639175128407
3325,00426839214597
3326,00784136207143
3327,00673948851907
3328,00976185347289
3329,00582647318945
3330,00981674235014
3331,00283465419380
3332,00916854138204
3333,00938154280391
3334,00617382421987
3335,00415892510489
3336,00927865594320
3337,00216745890415
3338,00835467324908
3339,00374281143290
3340,00948137927154
3341,00389764517492
3342,00794615325714
3343,00514726510324
3344,00134597473295
3345,00621758408975
3346,00692351710359
3347,00835941384102
3348,00239758314052
3349,00472691710534
3350,00829475718043
3351,00587931814537
3352,00682913805279
3353,00764519725819
3354,00136425184092
3355,00289465018539
3356,00789621298031
3357,00348756483752
3358,00813574517380
3359,00934682012475
3360,00814572324587
3361,00178695827491
3362,00542179429038
3363,00163795184930
3364,00481732154079
3365,00258617295078
3366,00748261520781
3367,00185793374280
3368,00637415935078
3369,00956742381274
3370,00382654325419
3371,00395417420857
3372,00367541970185
3373,00753821924180
3374,00694751031429
3375,00863572915083
3376,00961274532480
3377,00924573048519
3378,00132748109382
3379,00364182940185
3380,00614523358104
3381,00146795238594
3382,00972658087395
3383,00218437790135
3384,00397461147290
3385,00587394450279
3386,00251948702984
3387,00738962031795
3388,00419732471509
3389,00592463015984
3390,00795284471920
3391,00269341582970
3392,00269714472159
3393,00152697874931
3394,00931476891372
3395,00146257182534
3396,00571693573204
3397,00865143780429
3398,00491238275981
3399,00849276154398
3400,00752914843059
3401,00981423850739
3402,00451962901354
3403,00781264790812
3404,00478963239570
3405,00972354047239
3406,00158729352079
3407,00631792250197
3408,00129758937415
3409,00921845513704
3410,00723894273950
3411,00415762902815
3412,00459671721094
3413,00548329097143
3414,00163985037254
3415,00253497359740
3416,00591863490712
3417,00324758083791
3418,00197364542780
3419,00268953241098
3420,00583761795283
3421,00291743258974
3422,00867419410592
3423,00312765210934
3424,00259381493012
3425,00592714950218
3426,00632148054328
3427,00396452738512
3428,00846591782419
3429,00398215145287
3430,00653812420135
3431,00985634812943
3432,00751382895327
3433,00968732925031
3434,00419753985742
3435,00648397029348
3436,00961582430751
3437,00132645904735
3438,00647298971285
3439,00643827879452
3440,00587249180793
3441,00276913275489
3442,00891574513948
3443,00842137492801
3444,00796514092317
3445,00913846713428
3446,00215496198375
3447,00491637104825
3448,00542891598714
3449,00783259184937
3450,00258739054918
3451,00314769238504
3452,00493125790813
3453,00261537085379
3454,00328965240591
3455,00682951859731
3456,00193768538291
3457,00978423807413
3458,00365124498523
3459,00916572714802
3460,00673152807524
3461,00214789047823
3462,00647983938071
3463,00872643408572
3464,00839417395817
3465,00326175175890
3466,00132764423987
3467,00261794259307
3468,00236497097538
3469,00576832783529
3470,00415372837254
3471,00365987093428
3472,00926754357014
3473,00286317350479
3474,00923186579402
3475,00358621738059
3476,00195674307892
3477,00613982732849
3478,00721358253147
3479,00984325742950
3480,00931624802975
3481,00253187437150
3482,00876421047195
3483,00637285153984
3484,00714982594103
3485,00258369491273
3486,00942658297031
3487,00935742049827
3488,00592187520493
3489,00185642523097
3490,00592418890421
3491,00526397039214
3492,00532749845312
3493,00965427972308
3494,00792358902415
3495,00537642294508
3496,00541872012459
3497,00936142329074
3498,00976145041752
3499,00582376458039
3500,00852461372548
3501,00258736517089
3502,00614872975348
3503,00314285598402
3504,00498716139745
3505,00953126915328
3506,00629517703842
3507,00479651058394
3508,00125936984310
3509,00371425819270
3510,00895143823491
3511,00924658324809
3512,00634218207419
3513,00586274289537
3514,00275693139274
3515,00475691159738
3516,00318946718543
3517,00391425924175
3518,00142768954378
3519,00875934803175
3520,00483672341957
3521,00372564945873
3522,00592471397084
3523,00893641142807
3524,00751932372809
3525,00258937985342
3526,00536921924081
3527,00249853720589
3528,00329714539712
3529,00964573837150
3530,00245198829401
3531,00364571405298
3532,00957284028419
3533,00289153450219
3534,00645782789125
3535,00784963207849
3536,00792356507234
3537,00245736975048
3538,00956713407982
3539,00165297179820
3540,00436175481539
3541,00341598430798
3542,00389625391057
3543,00158273427985
3544,00954813745820
3545,00986375089347
3546,00379548374589
3547,00968721430195
3548,00813576843791
3549,00841753980413
3550,00675412039548
3551,00625917349158
3552,00675142731254
3553,00123489897231
3554,00537691859072
3555,00576294159480
3556,00417582750349
3557,00564912347150
3558,00276534072453
3559,00167853507198
3560,00142635274851
3561,00364728917580
3562,00952481942387
3563,00451378890421
3564,00345618423108
3565,00693428913420
3566,00356428042913
3567,00582167781529
3568,00861954178325
3569,00938641201975
3570,00359214854231
3571,00238416302154
3572,00576391735492
3573,00217845429873
3574,00624397153840
3575,00657948701892
3576,00534612475208
3577,00693517285103
3578,00347819958013
3579,00617259147029
3580,00279483782549
3581,00314582519834
3582,00829541230871
3583,00382795258917
3584,00954768841920
3585,00169583473091
3586,00968374312784
3587,00123857273815
3588,00261893930784
3589,00382947097251
3590,00895347782391
3591,00437629943052
3592,00675218974150
3593,00638257074218
3594,00358914537028
3595,00836419325489
3596,00857312412075
3597,00592768852719
3598,00197438874590
3599,00124698832057
3600,00384165390172
3601,00173952120578
3602,00758294597824
3603,00185743905813
3604,00928167120794
3605,00561298379541
3606,00945673294537
3607,00329541085172
3608,00769352713295
3609,00946723782190
3610,00195826128504
3611,00859341103948
3612,00861472840325
3613,00253764130249
3614,00467528793824
3615,00732956235817
3616,00165984357240
3617,00459876892371
3618,00376849751890
3619,00216347547213
3620,00398521047289
3621,00165842481095
3622,00758439027143
3623,00367418785309
3624,00372845257130
3625,00931546018234
3626,00289753210897
3627,00659834103824
3628,00497126012783
3629,00658342842531
3630,00361972875409
3631,00438279052149
3632,00735689319087
3633,00517249213487
3634,00691423957241
3635,00917643871340
3636,00294876517039
3637,00934257497230
3638,00451289581024
3639,00276513310284
3640,00789236195243
3641,00634795873509
3642,00631427514382
3643,00749261804532
3644,00768351738159
3645,00261895918745
3646,00953714748529
3647,00413568415278
3648,00145328589401
3649,00135926930528
3650,00417928572934
3651,00219735253701
3652,00391628125084
3653,00792518491387
3654,00357914574903
3655,00317582389712
3656,00283571357298
3657,00638251351284
3658,00365918015789
3659,00156792814920
3660,00926154984310
3661,00915847503918
3662,00293481415832
3663,00154986023957
3664,00854916408975
3665,00326841537429
3666,00359167509843
3667,00685271375920
3668,00791358407153
3669,00978256491528
3670,00362794945218
3671,00243951259073
3672,00698517579028
3673,00162835485379
3674,00524681182345
3675,00569342450719
3676,00518469829430
3677,00726315023478
3678,00418257982057
3679,00943765294853
3680,00679548431850
3681,00378961718293
3682,00867421142370
3683,00983751378092
3684,00253876039742
3685,00546278839714
3686,00234679597108
3687,00697123530941
3688,00691823921380
3689,00495823548297
3690,00897341019274
3691,00348159259180
3692,00946125724819
3693,00379652394801
3694,00219836278310
3695,00186572490281
3696,00258639079815
3697,00653148082157
3698,00951486853021
3699,00469581718490
3700,00125986285193
3701,00257439752049
3702,00754916418530
3703,00319286479301
3704,00486792759431
3705,00862714498730
3706,00895147057948
3707,00482956582497
3708,00547398914052
3709,00795283358429
3710,00391268852731
3711,00465129072531
3712,00591374903754
3713,00812495289745
3714,00875694927045
3715,00987632307815
3716,00348596345209
3717,00152468809534
3718,00842163172593
3719,00548936285497
3720,00283976820139
3721,00638791734985
3722,00723654147583
3723,00976825825970
3724,00789452487012
3725,00962451729145
3726,00967328180942
3727,00175923235490
3728,00837642849157
3729,00937614159370
3730,00169538851049
3731,00532874132078
3732,00149862732495
3733,00964512849301
3734,00342985905431
3735,00438975218504
3736,00239451927154
3737,00438295028973
3738,00793182291035
3739,00215439287419
3740,00192547208173
3741,00538912718350
3742,00827493453821
3743,00741865813094
3744,00312568498031
3745,00137624528039
3746,00148325347921
3747,00716894495032
3748,00741398052174
3749,00839156735182
3750,00695317497582
3751,00895241194203
3752,00315478791083
3753,00562318035894
3754,00428135497852
3755,00584137793214
3756,00591486302587
3757,00231784103479
3758,00143986279301
3759,00374198352194
3760,00641382032497
3761,00524798783195
3762,00154723584079
3763,00479632379804
3764,00397281503917
3765,00568472570428
3766,00178549315294
3767,00815643794820
3768,00128394710254
3769,00326754254370
3770,00241593850421
3771,00537642184092
3772,00254731451739
3773,00712859973802
3774,00417326183420
3775,00437685409185
3776,00581649539024
3777,00672498958321
3778,00437681481907
3779,00394827857301
3780,00863714724519
3781,00718934084293
3782,00976348124730
3783,00852791247908
3784,00945718821934
3785,00835219754103
3786,00714325927510
3787,00596317847025
3788,00231456749385
3789,00316928782140
3790,00193768945721
3791,00815794419508
3792,00695738541230
3793,00184572914285
3794,00567182712809
3795,00936742204359
3796,00568293780134
3797,00359187490185
3798,00819672740139
3799,00364987350128
3800,00679542982435
3801,00914732493728
3802,00649783231497
3803,00214537024851
3804,00854763894273
3805,00579412047318
3806,00615743348172
3807,00326194120348
3808,00657294139245
3809,00497358024987
3810,00154387109354
3811,00894571402985
3812,00694285217054
3813,00246789849032
3814,00392761187435
3815,00487261928730
3816,00753612193205
3817,00589316570238
3818,00874563358210
3819,00291378082971
3820,00738952834501
3821,00921486872439
3822,00158342345017
3823,00681245214957
3824,00798623451870
3825,00985426875913
3826,00487621854710
3827,00849136523097
3828,00916247459321
3829,00234156873415
3830,00831264970124
3831,00162579295403
3832,00783642754189
3833,00657298173024
3834,00753812503728
3835,00851946534207
3836,00468329398107
3837,00327654829701
3838,00798562375908
3839,00135892801395
3840,00189273327914
3841,00486952548912
3842,00954128942730
3843,00428765938702
3844,00483692195208
3845,00462517814250
3846,00586147237958
3847,00918427283175
3848,00638912718592
3849,00279514547189
3850,00642953478519
3851,00178952023751
3852,00384176408953
3853,00715682193827
3854,00831754130547
3855,00534827514032
3856,00963814280935
3857,00198654073915
3858,00635241243570
3859,00623154032578
3860,00192384472531
3861,00573962138409
3862,00376421230945
3863,00176348248130
3864,00725869071932
3865,00964872207351
3866,00145268582347
3867,00514972412973
3868,00462819958013
3869,00345927985301
3870,00376951927041
3871,00865917951240
3872,00465823438157
3873,00394578594730
3874,00817625943782
3875,00524713358410
3876,00213945425093
3877,00658437714289
3878,00816974705831
3879,00413578758093
3880,00931875423109
3881,00731592893541
3882,00278395345902
3883,00247138893052
3884,00461359580149
3885,00482673241587
3886,00346295817539
3887,00651923247135
3888,00268451930218
3889,00726413875491
3890,00356182342508
3891,00859172920431
3892,00673591583749
3893,00489613742895
3894,00914768958370
3895,00526387382745
3896,00982763752083
3897,00713526952078
3898,00429671027153
3899,00859632975803
3900,00241567702459
3901,00279653281790
3902,00632791107523
3903,00931762143820
3904,00794358907183
3905,00564728321408
3906,00361458803524
3907,00283976094152
3908,00428169928754
3909,00168542503179
3910,00572869541723
3911,00469217291734
3912,00257431492803
3913,00274186852340
3914,00318592981750
3915,00674381780234
3916,00527316173240
3917,00316754452970
3918,00893215824073
3919,00621745851204
3920,00346921473908
3921,00784652321495
3922,00513928524807
3923,00437285932514
3924,00785246298405
3925,00291874024598
3926,00725364398540
3927,00257963231985
3928,00896421879201
3929,00526391450238
3930,00473698319042
3931,00824953791253
3932,00984672794810
3933,00318927509481
3934,00513478385401
3935,00376549279350
3936,00275394789140
3937,00712948408329
3938,00219647948217
3939,00431789824193
3940,00326148139248
3941,00695382541983
3942,00597826174058
3943,00849762573489
3944,00237198197435
3945,00467853021849
3946,00452163372048
3947,00683215489351
3948,00392516589741
3949,00876952215938
3950,00341579247510
3951,00195468984350
3952,00243718248730
3953,00374591597420
3954,00249765853209
3955,00872915840571
3956,00493851495328
3957,00975364718935
3958,00263197728451
3959,00826475402183
3960,00354967837219
3961,00583249032491
3962,00172945257839
3963,00689251891245
3964,00674921740298
3965,00897612035418
3966,00763485089154
3967,00463521281473
3968,00624839518742
3969,00592734908124
3970,00852673408593
3971,00357984594283
3972,00395124091438
3973,00145823027958
