,account_num
4049,50424280387410
4050,279441378
4051,94707891038
4052,92437205274
4053,7098491875091
4054,83420284872910
4055,5149335701
4056,97120817504
4057,98758044327
4058,7412409790741
4059,98137302327509
4060,8598382790
4061,10293290237
4062,23430245123
4063,523915331082
4064,81751475217095
4065,8253245827
4066,90875310429
4067,38078517890
4068,8179983403759
4069,83499347308751
4070,2134501295
4071,17041305743
4072,42524738945
4073,291217357043
4074,47822391053187
4075,1395731029
4076,43220412739
4077,34547987213
4078,7402981257901
4079,43589452012897
4080,137881345
4081,45224145920
4082,32159423418
4083,938815712580
4084,84252513438207
4085,7923108234
4086,21849085297
4087,52858415432
4088,5901081538012
4089,24378459574310
4090,5857497504
4091,53408310329
4092,72534259721
4093,9180315914978
4094,30520982104725
4095,8591220735
4096,73598238402
4097,92390839347
4098,9745287927450
4099,45180197139052
4100,481705841
4101,21092732451
4102,89237925378
4103,7385213085179
4104,52303410734985
4105,2848014789
4106,48382729315
4107,23115838390
4108,4950318991587
4109,3813081580213
4110,5827598035
4111,83558403982
4112,15954012719
4113,4513519328319
4114,34722718894021
4115,1820939210
4116,82505348159
4117,95480241459
4118,1574921559437
4119,20750259390158
4120,8443830914
4121,81758414978
4122,38257217310
4123,741285172514
4124,27902438794583
4125,9194218903
4126,52309228453
4127,84771427804
4128,5402724317395
4129,39750127923754
4130,1809582359
4131,31285772049
4132,34994311942
4133,2347081417324
4134,13052803149078
4135,7015291452
4136,83792028314
4137,75410391320
4138,1980053429047
4139,2842514184357
4140,5934234975
4141,78490304723
4142,90135722105
4143,8432815493408
4144,54980349890352
4145,852807132
4146,43221340879
4147,59413243458
4148,2358071578403
4149,5122309532087
4150,1572530542
4151,82925398170
4152,39182398503
4153,7095142952970
4154,95824809907824
4155,4101250718
4156,39442774053
4157,83113428247
4158,1032231095430
4159,90719248382419
4160,3251002457
4161,82174958971
4162,23495437089
4163,9327347973502
4164,9714725072493
4165,704150914
4166,29009252891
4167,37487547082
4168,3920284393802
4169,39157359158732
4170,5170947210
4171,12587238710
4172,93893150142
4173,4958125727180
4174,32802495203174
4175,9403949237
4176,85058024983
4177,39885439418
4178,8317951079048
4179,1294320784209
4180,9237918025
4181,5485782014
4182,7327807924
4183,5472728110532
4184,5315180140273
4185,5103108354
4186,93852775903
4187,12897285798
4188,3127452152487
4189,13977509289035
4190,8150394085
4191,29390738021
4192,75072801908
4193,7802379404372
4194,38478427241857
4195,9829812837
4196,72008919038
4197,54859843874
4198,1094478515243
4199,41380584025348
4200,924387950
4201,82595459207
4202,39734214352
4203,5837278029853
4204,7913825139245
4205,4814034280
4206,93025123819
4207,91014352038
4208,7985780107284
4209,79082457489257
4210,7224534798
4211,41778341705
4212,91520371480
4213,9352407904518
4214,3745473823701
4215,240815947
4216,43548319074
4217,8224084139
4218,7301128489472
4219,90218704480957
4220,1348592801
4221,93435287142
4222,84230911082
4223,1530170850732
4224,37193894093285
4225,3990785129
4226,35172115870
4227,8927482073
4228,4283412383259
4229,24734715238015
4230,7595357349
4231,30817283450
4232,58459702170
4233,4528238094103
4234,52381875138247
4235,1410725970
4236,75838703271
4237,84230249812
4238,8710714292548
4239,37521398705932
4240,7212823801
4241,42184398570
4242,85931240957
4243,2381457397451
4244,89735092572810
4245,3924717593
4246,1483407321
4247,58142989827
4248,8540871914093
4249,35275718495871
4250,3974370214
4251,78252309541
4252,41248329041
4253,7835147978230
4254,7187308410983
4255,5771302438
4256,35720432579
4257,57875839720
4258,5839234902834
4259,50324530714580
4260,9190190472
4261,20193131954
4262,13214521935
4263,182819729071
4264,81031547137804
4265,4298794082
4266,17523519072
4267,97398371405
4268,9751219539285
4269,4753728095318
4270,7852392517
4271,38123819408
4272,79839012748
4273,3280782503251
4274,53907059150398
4275,9219530748
4276,75034192574
4277,14507390917
4278,1743915420351
4279,84151703520914
4280,5902103257
4281,54734953870
4282,49297312905
4283,4591827358123
4284,74139803207534
4285,2953941590
4286,27181259328
4287,73512373951
4288,7491475371342
4289,98722103187950
4290,7203747358
4291,92552381975
4292,53981291580
4293,3178492880719
4294,23041479427130
4295,3932914795
4296,54727883572
4297,75081452083
4298,8194951012379
4299,12402145841573
4300,5029435812
4301,57029590813
4302,42180242475
4303,9437042312094
4304,34054795742053
4305,7932795107
4306,80510741520
4307,49737415027
4308,2319310271842
4309,80545714105743
4310,2872841783
4311,59013915742
4312,71890874759
4313,3915753424195
4314,59084081180379
4315,5052945231
4316,53942791587
4317,1204752079
4318,5718987397580
4319,79303029231879
4320,3523520578
4321,85125724953
4322,94357928530
4323,3704753898241
4324,73982134052493
4325,8498517485
4326,48743872840
4327,19594585219
4328,412428382791
4329,98205472038729
4330,3912374315
4331,27080984297
4332,2438254918
4333,3280807515893
4334,93844278983457
4335,951334218
4336,90728547289
4337,18380251485
4338,5782178014980
4339,81401027534720
4340,798038215
4341,84721479038
4342,92038041537
4343,1302245002549
4344,35404085984037
4345,2018550743
4346,39278970318
4347,25397802849
4348,5704835420814
4349,20198347720514
4350,3291043179
4351,28037843901
4352,94093747351
4353,3491820718723
4354,78197102413720
4355,5070845732
4356,43712439807
4357,19053899208
4358,3487824904195
4359,71085732021394
4360,3049079504
4361,93701950128
4362,58115479043
4363,1072592007931
4364,70181093205384
4365,4140923750
4366,40184359420
4367,48738015043
4368,278532154329
4369,10739831549380
4370,579301754
4371,82583008254
4372,80347919813
4373,5249701835972
4374,47934105732180
4375,7150835024
4376,75245797504
4377,91553418425
4378,1379871252971
4379,34577219721094
4380,3792741789
4381,71428139785
4382,18742533215
4383,2403530424937
4384,87427592051793
4385,5857242170
4386,57397010534
4387,57418705407
4388,153987118709
4389,7494908234051
4390,4045824038
4391,71481519240
4392,49771252971
4393,3104934529437
4394,24383497849315
4395,8247038047
4396,20809298430
4397,78137404215
4398,4503189094038
4399,32794908347598
4400,5229554309
4401,7114835890
4402,79843851035
4403,4152952343795
4404,50729758304981
4405,4721019423
4406,75491397350
4407,45831420937
4408,8312327971859
4409,1428130052479
4410,4705704872
4411,37072832504
4412,41537041473
4413,7305351453041
4414,97515147704192
4415,7595219784
4416,32430905497
4417,74308255487
4418,2518803147319
4419,72810845701893
4420,1494004521
4421,31208430921
4422,85749132487
4423,583290891205
4424,81728214327958
4425,2957845073
4426,47824742057
4427,52709874205
4428,8471410982431
4429,85395742043189
4430,5773075320
4431,57234991450
4432,71478598510
4433,5037435194815
4434,9517542435908
4435,7052951483
4436,72937435102
4437,8238401095
4438,1483193897853
4439,94327095317052
4440,1521789245
4441,18483193021
4442,17993170524
4443,381754049780
4444,95738935583914
4445,4301459478
4446,48104272301
4447,15350323907
4448,1752728425108
4449,32185721521830
4450,2128390137
4451,41237279082
4452,12798235432
4453,1035210754730
4454,57399814982435
4455,4713534702
4456,52713550739
4457,5125945814
4458,8794982147850
4459,14901529083912
4460,7231727413
4461,38194272184
4462,79431747902
4463,3750945754180
4464,9587502852931
4465,3757853092
4466,31578240825
4467,38051070951
4468,9820302117384
4469,78491387015984
4470,4224184190
4471,41303573102
4472,81052780549
4473,9308503420573
4474,29871732501839
4475,9242743087
4476,34775393257
4477,41520710781
4478,8572527931450
4479,20381054294170
4480,2009447589
4481,32024779204
4482,79892412519
4483,2197152050981
4484,5817924305821
4485,7379039721
4486,54978917805
4487,51747980732
4488,2537471395748
4489,10283702328750
4490,1918989420
4491,30242718295
4492,74053187931
4493,4130704935189
4494,70513097840197
4495,2480594532
4496,28940532051
4497,91314391538
4498,7931280959841
4499,27895718172049
4500,9757118425
4501,72087118503
4502,29117431472
4503,1935173597125
4504,81539240792408
4505,1729142318
4506,79251931205
4507,82753420578
4508,8529091218529
4509,92082873021375
4510,1473087150
4511,38123103291
4512,13553025382
4513,815034997482
4514,37147143314857
4515,7490202871
4516,9510329507
4517,84002939803
4518,3075170338972
4519,71041579302458
4520,7379401387
4521,42024520958
4522,49330782984
4523,9870974137014
4524,1829027523108
4525,8251703178
4526,10828139805
4527,24150833249
4528,4379930170892
4529,91255723143582
4530,832583041
4531,31829097240
4532,43718400895
4533,8295903550412
4534,52137548584179
4535,8158240731
4536,75207949815
4537,90317538012
4538,8052270445109
4539,28149825284750
4540,9243525417
4541,17234285714
4542,23183492791
4543,2150258379502
4544,14594901580971
4545,5805991247
4546,70339483072
4547,50113955432
4548,4529013234150
4549,15732054513802
4550,8221940791
4551,40945331475
4552,4373058421
4553,2153754138172
4554,95217438407521
4555,3784901829
4556,1308219538
4557,93295812950
4558,9017498340329
4559,95325091902341
4560,2948908249
4561,40795014953
4562,51789735781
4563,9120417209438
4564,20398750439078
4565,8232081432
4566,94313292075
4567,14727819754
4568,3185203910945
4569,37922059358479
4570,598257932
4571,75190198317
4572,12313702405
4573,3720259179538
4574,28311802809512
4575,4852719038
4576,83480510259
4577,43794203759
4578,2890571942379
4579,28549471458379
4580,543843587
4581,94275271489
4582,39295074795
4583,3701341219872
4584,13792539524810
4585,2450759023
4586,23441353241
4587,23513408059
4588,1748932774805
4589,49735178731429
4590,4257897348
4591,25472513528
4592,94381459803
4593,1895517884135
4594,57134987279804
4595,9870280972
4596,3907809123
4597,91012989124
4598,2548758179421
4599,58028075925483
4600,8123997382
4601,95373174905
4602,15470498304
4603,7125152357924
4604,94010734590137
4605,3034113097
4606,28520519470
4607,25740911984
4608,7329157313297
4609,40784012318074
4610,4079831257
4611,27317083749
4612,87320943417
4613,9318315745907
4614,8312381875304
4615,5379048073
4616,78903275980
4617,3994283917
4618,918482028973
4619,87231504781420
4620,1320935907
4621,27339280293
4622,19383458719
4623,4712157412057
4624,83150198053784
4625,7880412087
4626,45205727413
4627,39550713712
4628,748824595140
4629,75101207809345
4630,2303253082
4631,84120574892
4632,31998270948
4633,3925809774893
4634,14078251104857
4635,894502873
4636,73584993201
4637,51373184892
4638,947950747105
4639,79123485075492
4640,123484197
4641,52049330489
4642,95173159418
4643,4375491843187
4644,24705709150438
4645,3017330192
4646,89557289754
4647,25174829413
4648,8795420801597
4649,10243805029457
4650,1294042395
4651,29515723580
4652,47394235270
4653,7843439829531
4654,4954901207593
4655,3887132418
4656,54703514089
4657,98312489185
4658,2417341521840
4659,21542814148902
4660,1954209485
4661,35841982109
4662,49254034729
4663,9051214808537
4664,83255314051973
4665,5310223185
4666,38535023749
4667,89270244239
4668,9174921897432
4669,47028173847309
4670,758090218
4671,18940209158
4672,91032858172
4673,1904401851723
4674,87355013128403
4675,3521532407
4676,72195715270
4677,40952911250
4678,9742542845218
4679,40894203983407
4680,9843819285
4681,85039754082
4682,28143207105
4683,1380928383491
4684,4913049307195
4685,2101253902
4686,95375853942
4687,49803577359
4688,4309031501758
4689,52492107021847
4690,4909718432
4691,24087270854
4692,89387935189
4693,217205152870
4694,28534237214953
4695,1089039520
4696,14914951903
4697,87078191052
4698,2507481292815
4699,53823751089314
4700,4274585107
4701,27849703451
4702,4509319837
4703,5731059350972
4704,50133248547902
4705,1581201248
4706,38095875849
4707,21442503291
4708,5089137223708
4709,70141038752103
4710,5718784791
4711,41898283175
4712,4989208759
4713,1845795159347
4714,4358391340829
4715,2158770385
4716,42924980924
4717,29542814153
4718,1543048331708
4719,32803512081425
4720,7149298520
4721,73513913094
4722,43123914501
4723,427932735241
4724,40799450781492
4725,9329745302
4726,5849259184
4727,81503593892
4728,3804439870832
4729,52400182503971
4730,5031993817
4731,23787539210
4732,81352475347
4733,2713950720547
4734,94535481935412
4735,5020849712
4736,2785992830
4737,85771409571
4738,7234013973459
4739,59741428581902
4740,8719374598
4741,48358909148
4742,54204372340
4743,9238502448075
4744,34297928921508
4745,4778251937
4746,10847103924
4747,81779350793
4748,9312580279218
4749,13247821591437
4750,9774541873
4751,80421774102
4752,72809284792
4753,2458120847259
4754,10938574780593
4755,8772098420
4756,28931842971
4757,81598051953
4758,5271835439142
4759,14785480197520
4760,2093771235
4761,98374582340
4762,82157025127
4763,1803594721783
4764,29181735935042
4765,9120582930
4766,79512550931
4767,10524794859
4768,7842875925148
4769,94822571379185
4770,309724853
4771,70215882541
4772,93847285490
4773,2149894087304
4774,45389152039781
4775,8247981305
4776,5458481430
4777,83134970742
4778,5780501724350
4779,40875071347985
4780,3439412850
4781,97084398037
4782,29378037015
4783,8420157842310
4784,20544380327405
4785,5053938520
4786,39225351728
4787,85753723891
4788,2985724002749
4789,75285830184302
4790,527105127
4791,18393843187
4792,34017488143
4793,978738504852
4794,31904195241590
4795,8719329018
4796,19830275208
4797,72091754731
4798,7938289019245
4799,37401752324975
4800,5259778340
4801,80451454231
4802,20375041928
4803,4201350881059
4804,89302537051934
4805,4150454387
4806,54083035014
4807,92315328407
4808,7541492837928
4809,32109784308514
4810,7515021584
4811,13587514732
4812,43953123409
4813,8751247887354
4814,54189750972410
4815,3195332407
4816,21387209135
4817,98494384780
4818,5798219089501
4819,31489740502978
4820,1352993872
4821,52127505938
4822,10284304731
4823,5018051980431
4824,17393942954370
4825,9801295740
4826,73528959084
4827,52404173125
4828,1508104342513
4829,87357902519847
4830,7078379124
4831,2924815023
4832,21352844135
4833,1943247139850
4834,24389158104597
4835,1015052047
4836,20335430128
4837,29121575713
4838,3025170475891
4839,5722579492183
4840,831887359
4841,73547224173
4842,82371922713
4843,3487492120419
4844,74133918329158
4845,3035012548
4846,97194390135
4847,93254808970
4848,4925927804859
4849,87397351391054
4850,2752439421
4851,74284337492
4852,35852015028
4853,8407087441735
4854,3972913370258
4855,1548939742
4856,30535051074
4857,84775031839
4858,9358740590174
4859,54234831842157
4860,3248703258
4861,39812421937
4862,91294024039
4863,2354319812940
4864,32801258572803
4865,7891015247
4866,74557119283
4867,95303275274
4868,5482018723951
4869,17247543293574
4870,2383428045
4871,42937907385
4872,24987591078
4873,3285827025871
4874,23195720814509
4875,7181040853
4876,32142351974
4877,85081231985
4878,7453290112408
4879,87491452047351
4880,4545390285
4881,90581318907
4882,58352401907
4883,345794201279
4884,37504812427583
4885,9554848193
4886,98245843510
4887,29128351503
4888,9031921548597
4889,25794897273184
4890,1884041820
4891,90303707293
4892,70554272057
4893,958802123958
4894,20347134320487
4895,4705401283
4896,1201875924
4897,58324935410
4898,3105239757209
4899,84098592754218
4900,1803175840
4901,85031909154
4902,97121385437
4903,1372078182475
4904,87025037839574
4905,1502334905
4906,73234112594
4907,78082472018
4908,5923413905178
4909,70935841793541
4910,9841835248
4911,85752193027
4912,3149017859
4913,7591095223705
4914,85977152541078
4915,9727045972
4916,15298101395
4917,15812355093
4918,2374253024195
4919,14983418740395
4920,8118494085
4921,52319520381
4922,32830473041
4923,2048802990785
4924,52871928015827
4925,9093141875
4926,40343082150
4927,20887305743
4928,3178348039541
4929,12454139840597
4930,9437178315
4931,48124395132
4932,57240123297
4933,5043025448523
4934,80293258571429
4935,4749542930
4936,38474385291
4937,79125734930
4938,5079180939807
4939,37505302472398
4940,3001354038
4941,13521438742
4942,24718201273
4943,3940374180193
4944,2138079304298
4945,9037128931
4946,15720814572
4947,25992483408
4948,9475348110497
4949,3183148214907
4950,7278137124
4951,74990771345
4952,18008535430
4953,1592587945907
4954,82154270714038
4955,4270885097
4956,87254337210
4957,95008949058
4958,9051978224879
4959,93275734509382
4960,7873257190
4961,28985478301
4962,54312098907
4963,9543832785324
4964,72533102938471
4965,3070357281
4966,52079814028
4967,21089019071
4968,3528945370483
4969,84527524709832
4970,8283158310
4971,73453489452
4972,95214397340
4973,2507750159427
4974,82017890537280
4975,7543953219
4976,4797517250
4977,21893517184
4978,8014035153904
4979,58945319145932
4980,1871418547
4981,54134557493
4982,47812077043
4983,945092349370
4984,18028712280314
4985,5101382745
4986,90298271495
4987,70923541248
4988,2531891543095
4989,84139051138702
4990,7891509123
4991,78505172814
4992,18995020857
4993,4385598381072
4994,94054178925384
4995,7303440128
4996,25072450937
4997,14835713129
4998,7948705181723
4999,37523518791824
5000,173139152
5001,71310859137
5002,84047214107
5003,8412412827540
5004,79538451473058
5005,4907549503
5006,25390439718
5007,28479103875
5008,1932130874829
5009,90848023321074
5010,129382159
5011,50189272890
5012,75024199215
5013,1358854928410
5014,14833205109534
5015,2751298435
5016,31519441053
5017,21778128407
5018,5083953418394
5019,27351345394508
5020,9224917345
5021,53850459018
5022,80721403102
5023,8932309234927
5024,13075430735924
5025,1331581237
5026,49593549315
5027,73175014591
5028,5947529171524
5029,70985942072143
5030,980554218
5031,78543523975
5032,74380233219
5033,2395175987420
5034,1381487890235
5035,323134598
5036,81342742015
5037,19724989235
5038,193405830278
5039,35188052384057
5040,9741537295
5041,37949378314
5042,93042718742
5043,5984072927891
5044,71450395527813
5045,1382385014
5046,18559832184
5047,29817835409
5048,7418804974391
5049,29752401572981
5050,224751028
5051,58008231954
5052,2728537193
5053,2907145325038
5054,98459584093845
5055,3092104392
5056,19502347190
5057,20457383579
5058,7208421837542
5059,8247942893275
5060,9843041025
5061,47575242893
5062,58439120432
5063,7280059148920
5064,74831852597812
5065,973527054
5066,94078449721
5067,94103284829
5068,7854452079012
5069,72418305824735
5070,2445348190
5071,7925091783
5072,72098704092
5073,4715120959247
5074,8392094931285
5075,3241357832
5076,92835057042
5077,38274517241
5078,5103289731597
5079,58400273297453
5080,8910828397
5081,92359007945
5082,5229301043
5083,1435842058947
5084,57293715083791
5085,1203204187
5086,73112928930
5087,10317980893
5088,4208503773894
5089,4130793908471
5090,7520872594
5091,3954073120
5092,39107585879
5093,7029254905214
5094,95829407598701
5095,8429543089
5096,28721379842
5097,19285900874
5098,574798485910
5099,94158947134589
5100,2709492015
5101,28450378352
5102,17359781052
5103,837513814320
5104,31291879978240
5105,9772480135
5106,98085039720
5107,31493173072
5108,2193215023804
5109,73450948541932
5110,385107894
5111,5937220957
5112,31717803148
5113,3502219547198
5114,47588720538471
5115,4358701379
5116,49189502351
5117,38112082451
5118,8457835102914
5119,27012147815420
5120,9273814970
5121,98771402945
5122,89459303917
5123,1982243738457
5124,91470218297048
5125,8592328370
5126,50780351234
5127,58294185094
5128,4089352998751
5129,31987804954231
5130,8934504137
5131,87484917409
5132,24747205832
5133,3751921784390
5134,43902718139845
5135,8598225408
5136,13781230812
5137,45138495729
5138,4913503774851
5139,59287138890142
5140,9372848927
5141,53817945390
5142,50142038509
5143,8953075237519
5144,81407123401728
5145,4838978259
5146,7428981043
5147,81298508241
5148,1409083521907
5149,19732058508341
5150,3515425318
5151,20717290372
5152,85147821702
5153,8935890179103
5154,1359083485319
5155,925004759
5156,5898053987
5157,82980199357
5158,3940931009528
5159,71200347571029
5160,1809280135
5161,41942082149
5162,37878913712
5163,3854018339421
5164,21371045423518
5165,8181213507
5166,43225834072
5167,57832758513
5168,3907843532054
5169,38058320498203
5170,974210495
5171,90381753049
5172,5991347053
5173,9842573178905
5174,71042084542187
5175,4049204738
5176,24958784972
5177,34878429042
5178,7350451202458
5179,47020328317058
5180,3898420573
5181,3272905734
5182,83580793410
5183,9024308978924
5184,83940381102754
5185,8542513094
5186,32994117390
5187,47505914793
5188,5723542942189
5189,5799354740385
5190,4814332798
5191,52071573018
5192,71573091895
5193,9854108509875
5194,7958417051389
5195,3421309583
5196,4287203251
5197,73973081403
5198,9024904551928
5199,93014518309812
5200,7149140839
5201,12507819720
5202,10848050281
5203,8495830974809
5204,82345924125743
5205,7109342831
5206,15075448532
5207,19717299543
5208,853952383427
5209,28140342201349
5210,7572971849
5211,80939890258
5212,17817409134
5213,7358483941857
5214,5129351051894
5215,9751409518
5216,48314075130
5217,23809485912
5218,8937950271324
5219,50182734047938
5220,8038415780
5221,50885195014
5222,2392030475
5223,972325054329
5224,31901270978340
5225,4593208519
5226,42132075814
5227,28035273982
5228,572314505894
5229,13053814417952
5230,8540374123
5231,85142951843
5232,42589707142
5233,8513257952438
5234,48234381327089
5235,7875923817
5236,3591252879
5237,2327018537
5238,934158451384
5239,17500394198027
5240,3975984521
5241,90283287419
5242,97397211250
5243,4803130719457
5244,31849780897014
5245,7558450284
5246,58143547158
5247,43021455813
5248,4059751983579
5249,94215013520418
5250,7095732150
5251,1779125194
5252,14214525438
5253,7902543775032
5254,42199182098534
5255,8557439758
5256,58040787405
5257,2338457128
5258,7341518954810
5259,85014791295478
5260,5074294531
5261,72891413250
5262,28502855231
5263,7502259379318
5264,87457385278415
5265,1042057801
5266,93291304523
5267,98090179782
5268,3102813521750
5269,73584075510478
5270,9053882937
5271,41941385439
5272,57350879453
5273,4092815979314
5274,25833405478315
5275,3228341785
5276,14275378309
5277,29734257254
5278,8319742004789
5279,74032179294107
5280,1421373298
5281,25452801738
5282,40720732390
5283,4302784209127
5284,94714127385094
5285,1410502839
5286,38410437518
5287,75323842941
5288,7529375024391
5289,79288059258413
5290,3121004725
5291,17452001824
5292,29701293274
5293,3019943002148
5294,24908791594721
5295,108317389
5296,79203554238
5297,70582108954
5298,8130934154310
5299,50710437908374
5300,4930794581
5301,49798185297
5302,78050188170
5303,9521954357402
5304,93475314782349
5305,9573278490
5306,98005430945
5307,85003788479
5308,2384731515723
5309,9733491054312
5310,853814059
5311,43123140387
5312,81225382705
5313,817254331495
5314,71407238789305
5315,2815914029
5316,10271982193
5317,93534907124
5318,9825081390143
5319,70142710924785
5320,442085479
5321,20403489140
5322,97153127329
5323,1542847374239
5324,4595031725130
5325,4592042953
5326,9335038951
5327,83125183518
5328,2093953448125
5329,18272318130479
5330,220198145
5331,83292873104
5332,51098059148
5333,1507291741385
5334,84194720294571
5335,1243049703
5336,81995013704
5337,84925398940
5338,3807485232149
5339,34828520281043
5340,4045720581
5341,92515892431
5342,29591450584
5343,1935981732159
5344,32400287081294
5345,5837013420
5346,25973219524
5347,13452943871
5348,2718739882510
5349,39509431413725
5350,9832885413
5351,39179148712
5352,59208475973
5353,5327910378392
5354,87415249359824
5355,3232092843
5356,40385384032
5357,32019201930
5358,2903491715943
5359,20351059197304
5360,3483430592
5361,78932475189
5362,90285193197
5363,4529458304289
5364,97020879253817
5365,4590874218
5366,31498745701
5367,79101422790
5368,3451431284503
5369,19741053139527
5370,5292313598
5371,73229554780
5372,92151895987
5373,7145825301729
5374,19303079837109
5375,8512971043
5376,5791321034
5377,45392575397
5378,3842079283420
5379,48124709354927
5380,1802857829
5381,50929051297
5382,70257907983
5383,2079271949321
5384,52974751872419
5385,4215079852
5386,85779253489
5387,84348291720
5388,5180839752043
5389,5215479931048
5390,1854251892
5391,18945273485
5392,81984592049
5393,4392189727154
5394,41728095231954
5395,8471279052
5396,73435842301
5397,92520784951
5398,237508340859
5399,41393894574120
5400,3097154289
5401,29027125039
5402,93254828593
5403,3508738985013
5404,30573952421580
5405,928512794
5406,59418347981
5407,35132810924
5408,8473978470953
5409,95719405597312
5410,5218087032
5411,93203485139
5412,95182051547
5413,138975419280
5414,25870941843950
5415,9081395107
5416,24543514893
5417,53209521784
5418,4921918042179
5419,4529280057298
5420,117574218
5421,81380172508
5422,94251748504
5423,5239371201758
5424,31247014249058
5425,5005125194
5426,24014901524
5427,50237943954
5428,5901231071295
5429,24907513598234
5430,7224553847
5431,84929107231
5432,3471929138
5433,2379078954283
5434,3155984089514
5435,8294215290
5436,71232071532
5437,53091204721
5438,8905938107293
5439,29519123813975
5440,4224975039
5441,98145359741
5442,79438752153
5443,7894785282045
5444,41870329795284
5445,1921053792
5446,70871354193
5447,98745934293
5448,5982120804913
5449,53744927719205
5450,1509891708
5451,34287904271
5452,54983910178
5453,8901291003785
5454,30724953407923
5455,3848120891
5456,43147879305
5457,47075947382
5458,1078432935741
5459,34814081539140
5460,7208104328
5461,12458927839
5462,91259420219
5463,259035873824
5464,41533548724310
5465,8314254398
5466,4321753970
5467,72871499410
5468,2439935091075
5469,53797014407831
5470,9141297204
5471,14725342153
5472,59120479853
5473,7132194842708
5474,95340518753280
5475,4079535904
5476,2329408549
5477,13909577098
5478,4193807231849
5479,14973012245903
5480,7471358913
5481,12703927895
5482,71593714712
5483,4205589772385
5484,95024390578423
5485,8484740187
5486,58091789357
5487,19835492584
5488,4580307919527
5489,24578350542839
5490,2787378943
5491,90301427318
5492,30753907431
5493,5048907475830
5494,15738170073198
5495,4120583912
5496,45223121580
5497,87239280985
5498,2895014875892
5499,51987158397548
5500,2095153014
5501,59780514089
5502,19579455389
5503,4891850782490
5504,37987093192730
5505,9139558471
5506,31572897153
5507,98489020382
5508,7039054992481
5509,20311740458073
5510,885248319
5511,49349243792
5512,25152419827
5513,8901258118405
5514,98749320385097
5515,3840827185
5516,13778108254
5517,92337025207
5518,5019349852930
5519,95318409804725
5520,110550934
5521,85993074015
5522,10508739170
5523,3208239715437
5524,70241370541873
5525,2031708372
5526,54942802745
5527,27553892481
5528,3290305971059
5529,20390189581924
5530,2389708137
5531,48103782074
5532,51991539028
5533,8103231970952
5534,72145892728391
5535,1073105721
5536,47310442987
5537,15393019743
5538,7152140752981
5539,93021385724351
5540,9773154173
5541,35947158279
5542,12985235841
5543,7392740194137
5544,70345974817045
5545,3921379381
5546,19797109532
5547,47850979012
5548,738940829407
5549,41934825298451
5550,3508321804
5551,13850781352
5552,41235480342
5553,851450880513
5554,42188123205974
5555,7431004251
5556,5990802379
5557,50234891482
5558,3718093815472
5559,30899713705934
5560,725027045
5561,73932880293
5562,45875031703
5563,1930139815092
5564,25492458134720
5565,1451345981
5566,72985328539
5567,27582471304
5568,7914854943087
5569,90458937514973
5570,5040150249
5571,5738447853
5572,37008793749
5573,9418953017590
5574,38455941012835
5575,5803291728
5576,74140329074
5577,2303572739
5578,9253729448312
5579,95178142148792
5580,3998782954
5581,85335737082
5582,91403748270
5583,9057541302481
5584,89340298012734
5585,529774581
5586,17302150314
5587,73479453210
5588,3148185051072
5589,82517904217805
5590,5738472905
5591,81290829780
5592,74907323149
5593,9352071424859
5594,38295890301582
5595,1978551379
5596,70585225481
5597,17345978740
5598,537314895471
5599,82051387345712
5600,2101594710
5601,57323428031
5602,51938019245
5603,7814130527581
5604,92039534092143
5605,5875201582
5606,91070349712
5607,1304873871
5608,4051029397403
5609,81438157205491
5610,328725089
5611,25402371428
5612,24737988197
5613,5941130709483
5614,95238470148250
5615,5384549705
5616,12892829438
5617,19425030952
5618,1524824710982
5619,79318542108293
5620,9598101239
5621,91497310348
5622,59087321784
5623,732721532409
5624,18345190429871
5625,2118295380
5626,50117874902
5627,97853205281
5628,2374547954972
5629,38454958294130
5630,707843197
5631,24985471540
5632,45323051837
5633,2471320827403
5634,90231523035249
5635,4878943051
5636,84335818492
5637,39087248047
5638,9324493754128
5639,30148294321094
5640,2485489045
5641,79184123587
5642,47392453051
5643,4270514808247
5644,20789834957843
5645,1340731580
5646,13512515892
5647,47903524082
5648,9074387098053
5649,37547548731024
5650,5109779834
5651,80317332819
5652,14301395149
5653,2415047305341
5654,34759038172508
5655,9027332409
5656,82418998721
5657,53045278514
5658,5049704951438
5659,10358450432809
5660,3890193450
5661,12590232879
5662,91223748529
5663,7215409357340
5664,3478175179284
5665,1298512893
5666,50728034781
5667,45292803801
5668,7139709873451
5669,8578324170432
5670,8592742579
5671,35015005274
5672,70151808352
5673,824127914320
5674,15701953579023
5675,8134051843
5676,80347050798
5677,97557818457
5678,1953743942018
5679,59704759058312
5680,253772801
5681,39272041790
5682,19439701458
5683,189385031425
5684,49218142259047
5685,4378004519
5686,47509759810
5687,90754191839
5688,1083153808219
5689,28743592138529
5690,5218095274
5691,3984374923
5692,82412072170
5693,4189570912894
5694,34050574839710
5695,5875871305
5696,48297203985
5697,70547902839
5698,215230830741
5699,28070174294580
5700,4294021079
5701,80290105482
5702,90475408724
5703,1792378939751
5704,18521307150273
5705,7058039402
5706,34712712753
5707,91710821235
5708,4591321584095
5709,29101023491308
5710,3840758327
5711,10989741570
5712,83204910328
5713,581803923189
5714,73912145478591
5715,9579175843
5716,20702905842
5717,71441581825
5718,895532842891
5719,42134719930158
5720,7235117048
5721,53405978913
5722,13883524072
5723,2014197317248
